# LAMMPS data file written by OVITO Basic 3.9.4

3852 atoms
4 atom types

0.0 130.0 xlo xhi
0.0 23.4464874124 ylo yhi
0.0 12.3617947322 zlo zhi
9.6639447442 -3.6477654233 6.1480271971 xy xz yz
2886 2 0.0 136.5366316151 24.0900812592 6.1498692613
2887 3 0.0 23.4511973569 15.2620398892 7.3478507888
2888 2 0.0 22.7336472432 17.0739016082 6.0413327036
2889 2 0.0 23.1104975688 14.0589834007 6.5982315562
2890 1 0.0 3.7363763734 5.4785264972 3.4467156072
2891 1 0.0 2.4406429535 6.2918866955 3.4872622939
2892 1 0.0 1.1494530649 5.4695197994 3.376747849
2893 1 0.0 1.1334967795 3.9538979179 3.2408917249
2894 1 0.0 2.4385410517 3.1467441692 3.2076384971
2895 1 0.0 3.7329072206 3.9606015926 3.3151861113
2896 2 0.0 2.4343106754 7.4268067251 3.5982712106
2897 2 0.0 2.445202048 2.011099749 3.1083732854
2898 4 0.0 5.1512138108 5.9721201493 3.5043215707
2899 3 0.0 5.1435548086 3.4593576837 3.2916987013
2900 1 0.0 5.9907796273 4.7122051466 3.4074051
2901 4 0.0 12.7588717952 5.9517357684 3.3860191951
2902 3 0.0 12.7371504513 3.3661425439 3.1518868029
2903 1 0.0 11.9494439901 4.680662667 3.2628957196
2904 1 0.0 10.4249766027 4.6954752133 3.2950363859
2905 1 0.0 9.6516789926 3.3706359866 3.2269228969
2906 1 0.0 8.2575001542 3.365980325 3.2840343885
2907 1 0.0 7.5134163418 4.7032821087 3.3941779796
2908 1 0.0 8.2858604116 6.0266194724 3.4809577786
2909 1 0.0 9.6837003636 6.0334261685 3.4078995718
2910 2 0.0 7.7244494205 7.0119883387 3.5986420645
2911 2 0.0 10.213866243 2.3838110819 3.1298828082
2912 2 0.0 7.6726152681 2.3908950945 3.205413374
2913 2 0.0 10.267229833 7.0111252476 3.4601899635
2914 1 0.0 16.7363763734 5.4785264972 3.4467156072
2915 1 0.0 15.4406429535 6.2918866955 3.4872622939
2916 1 0.0 14.1494530649 5.4695197994 3.376747849
2917 1 0.0 14.1334967795 3.9538979179 3.2408917249
2918 1 0.0 15.4385410517 3.1467441692 3.2076384971
2919 1 0.0 16.7329072206 3.9606015926 3.3151861113
2920 2 0.0 15.4343106754 7.4268067251 3.5982712106
2921 2 0.0 15.445202048 2.011099749 3.1083732854
2922 4 0.0 18.1512138108 5.9721201493 3.5043215707
2923 3 0.0 18.1435548086 3.4593576837 3.2916987013
2924 1 0.0 18.9907796273 4.7122051466 3.4074051
2925 4 0.0 25.7588717952 5.9517357684 3.3860191951
2926 3 0.0 25.7371504513 3.3661425439 3.1518868029
2927 1 0.0 24.9494439901 4.680662667 3.2628957196
2928 1 0.0 23.4249766027 4.6954752133 3.2950363859
2929 1 0.0 22.6516789926 3.3706359866 3.2269228969
2930 1 0.0 21.2575001542 3.365980325 3.2840343885
2931 1 0.0 20.5134163418 4.7032821087 3.3941779796
2932 1 0.0 21.2858604116 6.0266194724 3.4809577786
2933 1 0.0 22.6837003636 6.0334261685 3.4078995718
2934 2 0.0 20.7244494205 7.0119883387 3.5986420645
2935 2 0.0 23.213866243 2.3838110819 3.1298828082
2936 2 0.0 20.6726152681 2.3908950945 3.205413374
2937 2 0.0 23.267229833 7.0111252476 3.4601899635
2938 1 0.0 29.7363763734 5.4785264972 3.4467156072
2939 1 0.0 28.4406429535 6.2918866955 3.4872622939
2940 1 0.0 27.1494530649 5.4695197994 3.376747849
2941 1 0.0 27.1334967795 3.9538979179 3.2408917249
2942 1 0.0 28.4385410517 3.1467441692 3.2076384971
2943 1 0.0 29.7329072206 3.9606015926 3.3151861113
2944 2 0.0 28.4343106754 7.4268067251 3.5982712106
2945 2 0.0 28.445202048 2.011099749 3.1083732854
2946 4 0.0 31.1512138108 5.9721201493 3.5043215707
2947 3 0.0 31.1435548086 3.4593576837 3.2916987013
2948 1 0.0 31.9907796273 4.7122051466 3.4074051
2949 4 0.0 38.7588717952 5.9517357684 3.3860191951
2950 3 0.0 38.7371504513 3.3661425439 3.1518868029
2951 1 0.0 37.9494439901 4.680662667 3.2628957196
2952 1 0.0 36.4249766027 4.6954752133 3.2950363859
2953 1 0.0 35.6516789926 3.3706359866 3.2269228969
2954 1 0.0 34.2575001542 3.365980325 3.2840343885
2955 1 0.0 33.5134163418 4.7032821087 3.3941779796
2956 1 0.0 34.2858604116 6.0266194724 3.4809577786
2957 1 0.0 35.6837003636 6.0334261685 3.4078995718
2958 2 0.0 33.7244494205 7.0119883387 3.5986420645
2959 2 0.0 36.213866243 2.3838110819 3.1298828082
2960 2 0.0 33.6726152681 2.3908950945 3.205413374
2961 2 0.0 36.267229833 7.0111252476 3.4601899635
2962 1 0.0 42.7363763734 5.4785264972 3.4467156072
2963 1 0.0 41.4406429535 6.2918866955 3.4872622939
2964 1 0.0 40.1494530649 5.4695197994 3.376747849
2965 1 0.0 40.1334967795 3.9538979179 3.2408917249
2966 1 0.0 41.4385410517 3.1467441692 3.2076384971
2967 1 0.0 42.7329072206 3.9606015926 3.3151861113
2968 2 0.0 41.4343106754 7.4268067251 3.5982712106
2969 2 0.0 41.445202048 2.011099749 3.1083732854
2970 4 0.0 44.1512138108 5.9721201493 3.5043215707
2971 3 0.0 44.1435548086 3.4593576837 3.2916987013
2972 1 0.0 44.9907796273 4.7122051466 3.4074051
2973 4 0.0 51.7588717952 5.9517357684 3.3860191951
2974 3 0.0 51.7371504513 3.3661425439 3.1518868029
2975 1 0.0 50.9494439901 4.680662667 3.2628957196
2976 1 0.0 49.4249766027 4.6954752133 3.2950363859
2977 1 0.0 48.6516789926 3.3706359866 3.2269228969
2978 1 0.0 47.2575001542 3.365980325 3.2840343885
2979 1 0.0 46.5134163418 4.7032821087 3.3941779796
2980 1 0.0 47.2858604116 6.0266194724 3.4809577786
2981 1 0.0 48.6837003636 6.0334261685 3.4078995718
2982 2 0.0 46.7244494205 7.0119883387 3.5986420645
2983 2 0.0 49.213866243 2.3838110819 3.1298828082
2984 2 0.0 46.6726152681 2.3908950945 3.205413374
2985 2 0.0 49.267229833 7.0111252476 3.4601899635
2986 1 0.0 55.7363763734 5.4785264972 3.4467156072
2987 1 0.0 54.4406429535 6.2918866955 3.4872622939
2988 1 0.0 53.1494530649 5.4695197994 3.376747849
2989 1 0.0 53.1334967795 3.9538979179 3.2408917249
2990 1 0.0 54.4385410517 3.1467441692 3.2076384971
2991 1 0.0 55.7329072206 3.9606015926 3.3151861113
2992 2 0.0 54.4343106754 7.4268067251 3.5982712106
2993 2 0.0 54.445202048 2.011099749 3.1083732854
2994 4 0.0 57.1512138108 5.9721201493 3.5043215707
2995 3 0.0 57.1435548086 3.4593576837 3.2916987013
2996 1 0.0 57.9907796273 4.7122051466 3.4074051
2997 4 0.0 64.7588717952 5.9517357684 3.3860191951
2998 3 0.0 64.7371504513 3.3661425439 3.1518868029
2999 1 0.0 63.9494439901 4.680662667 3.2628957196
3000 1 0.0 62.4249766027 4.6954752133 3.2950363859
3001 1 0.0 61.6516789926 3.3706359866 3.2269228969
3002 1 0.0 60.2575001542 3.365980325 3.2840343885
3003 1 0.0 59.5134163418 4.7032821087 3.3941779796
3004 1 0.0 60.2858604116 6.0266194724 3.4809577786
3005 1 0.0 61.6837003636 6.0334261685 3.4078995718
3006 2 0.0 59.7244494205 7.0119883387 3.5986420645
3007 2 0.0 62.213866243 2.3838110819 3.1298828082
3008 2 0.0 59.6726152681 2.3908950945 3.205413374
3009 2 0.0 62.267229833 7.0111252476 3.4601899635
3010 1 0.0 68.7363763734 5.4785264972 3.4467156072
3011 1 0.0 67.4406429535 6.2918866955 3.4872622939
3012 1 0.0 66.1494530649 5.4695197994 3.376747849
3013 1 0.0 66.1334967795 3.9538979179 3.2408917249
3014 1 0.0 67.4385410517 3.1467441692 3.2076384971
3015 1 0.0 68.7329072206 3.9606015926 3.3151861113
3016 2 0.0 67.4343106754 7.4268067251 3.5982712106
3017 2 0.0 67.445202048 2.011099749 3.1083732854
3018 4 0.0 70.1512138108 5.9721201493 3.5043215707
3019 3 0.0 70.1435548086 3.4593576837 3.2916987013
3020 1 0.0 70.9907796273 4.7122051466 3.4074051
3021 4 0.0 77.7588717952 5.9517357684 3.3860191951
3022 3 0.0 77.7371504513 3.3661425439 3.1518868029
3023 1 0.0 76.9494439901 4.680662667 3.2628957196
3024 1 0.0 75.4249766027 4.6954752133 3.2950363859
3025 1 0.0 74.6516789926 3.3706359866 3.2269228969
3026 1 0.0 73.2575001542 3.365980325 3.2840343885
3027 1 0.0 72.5134163418 4.7032821087 3.3941779796
3028 1 0.0 73.2858604116 6.0266194724 3.4809577786
3029 1 0.0 74.6837003636 6.0334261685 3.4078995718
3030 2 0.0 72.7244494205 7.0119883387 3.5986420645
3031 2 0.0 75.213866243 2.3838110819 3.1298828082
3032 2 0.0 72.6726152681 2.3908950945 3.205413374
3033 2 0.0 75.267229833 7.0111252476 3.4601899635
3034 1 0.0 81.7363763734 5.4785264972 3.4467156072
3035 1 0.0 80.4406429535 6.2918866955 3.4872622939
3036 1 0.0 79.1494530649 5.4695197994 3.376747849
3037 1 0.0 79.1334967795 3.9538979179 3.2408917249
3038 1 0.0 80.4385410517 3.1467441692 3.2076384971
3039 1 0.0 81.7329072206 3.9606015926 3.3151861113
3040 2 0.0 80.4343106754 7.4268067251 3.5982712106
3041 2 0.0 80.445202048 2.011099749 3.1083732854
3042 4 0.0 83.1512138108 5.9721201493 3.5043215707
3043 3 0.0 83.1435548086 3.4593576837 3.2916987013
3044 1 0.0 83.9907796273 4.7122051466 3.4074051
3045 4 0.0 90.7588717952 5.9517357684 3.3860191951
3046 3 0.0 90.7371504513 3.3661425439 3.1518868029
3047 1 0.0 89.9494439901 4.680662667 3.2628957196
3048 1 0.0 88.4249766027 4.6954752133 3.2950363859
3049 1 0.0 87.6516789926 3.3706359866 3.2269228969
3050 1 0.0 86.2575001542 3.365980325 3.2840343885
3051 1 0.0 85.5134163418 4.7032821087 3.3941779796
3052 1 0.0 86.2858604116 6.0266194724 3.4809577786
3053 1 0.0 87.6837003636 6.0334261685 3.4078995718
3054 2 0.0 85.7244494205 7.0119883387 3.5986420645
3055 2 0.0 88.213866243 2.3838110819 3.1298828082
3056 2 0.0 85.6726152681 2.3908950945 3.205413374
3057 2 0.0 88.267229833 7.0111252476 3.4601899635
3058 1 0.0 94.7363763734 5.4785264972 3.4467156072
3059 1 0.0 93.4406429535 6.2918866955 3.4872622939
3060 1 0.0 92.1494530649 5.4695197994 3.376747849
3061 1 0.0 92.1334967795 3.9538979179 3.2408917249
3062 1 0.0 93.4385410517 3.1467441692 3.2076384971
3063 1 0.0 94.7329072206 3.9606015926 3.3151861113
3064 2 0.0 93.4343106754 7.4268067251 3.5982712106
3065 2 0.0 93.445202048 2.011099749 3.1083732854
3066 4 0.0 96.1512138108 5.9721201493 3.5043215707
3067 3 0.0 96.1435548086 3.4593576837 3.2916987013
3068 1 0.0 96.9907796273 4.7122051466 3.4074051
3069 4 0.0 103.7588717952 5.9517357684 3.3860191951
3070 3 0.0 103.7371504513 3.3661425439 3.1518868029
3071 1 0.0 102.9494439901 4.680662667 3.2628957196
3072 1 0.0 101.4249766027 4.6954752133 3.2950363859
3073 1 0.0 100.6516789926 3.3706359866 3.2269228969
3074 1 0.0 99.2575001542 3.365980325 3.2840343885
3075 1 0.0 98.5134163418 4.7032821087 3.3941779796
3076 1 0.0 99.2858604116 6.0266194724 3.4809577786
3077 1 0.0 100.6837003636 6.0334261685 3.4078995718
3078 2 0.0 98.7244494205 7.0119883387 3.5986420645
3079 2 0.0 101.213866243 2.3838110819 3.1298828082
3080 2 0.0 98.6726152681 2.3908950945 3.205413374
3081 2 0.0 101.267229833 7.0111252476 3.4601899635
3082 1 0.0 107.7363763734 5.4785264972 3.4467156072
3083 1 0.0 106.4406429535 6.2918866955 3.4872622939
3084 1 0.0 105.1494530649 5.4695197994 3.376747849
3085 1 0.0 105.1334967795 3.9538979179 3.2408917249
3086 1 0.0 106.4385410517 3.1467441692 3.2076384971
3087 1 0.0 107.7329072206 3.9606015926 3.3151861113
3088 2 0.0 106.4343106754 7.4268067251 3.5982712106
3089 2 0.0 106.445202048 2.011099749 3.1083732854
3090 4 0.0 109.1512138108 5.9721201493 3.5043215707
3091 3 0.0 109.1435548086 3.4593576837 3.2916987013
3092 1 0.0 109.9907796273 4.7122051466 3.4074051
3093 4 0.0 116.7588717952 5.9517357684 3.3860191951
3094 3 0.0 116.7371504513 3.3661425439 3.1518868029
3095 1 0.0 115.9494439901 4.680662667 3.2628957196
3096 1 0.0 114.4249766027 4.6954752133 3.2950363859
3097 1 0.0 113.6516789926 3.3706359866 3.2269228969
3098 1 0.0 112.2575001542 3.365980325 3.2840343885
3099 1 0.0 111.5134163418 4.7032821087 3.3941779796
3100 1 0.0 112.2858604116 6.0266194724 3.4809577786
3101 1 0.0 113.6837003636 6.0334261685 3.4078995718
3102 2 0.0 111.7244494205 7.0119883387 3.5986420645
3103 2 0.0 114.213866243 2.3838110819 3.1298828082
3104 2 0.0 111.6726152681 2.3908950945 3.205413374
3105 2 0.0 114.267229833 7.0111252476 3.4601899635
3106 1 0.0 120.7363763734 5.4785264972 3.4467156072
3107 1 0.0 119.4406429535 6.2918866955 3.4872622939
3108 1 0.0 118.1494530649 5.4695197994 3.376747849
3109 1 0.0 118.1334967795 3.9538979179 3.2408917249
3110 1 0.0 119.4385410517 3.1467441692 3.2076384971
3111 1 0.0 120.7329072206 3.9606015926 3.3151861113
3112 2 0.0 119.4343106754 7.4268067251 3.5982712106
3113 2 0.0 119.445202048 2.011099749 3.1083732854
3114 4 0.0 122.1254439623 6.0328803004 3.0782105063
3115 3 0.0 121.9627404745 3.2622076992 3.0098497814
3116 1 0.0 123.4043801608 5.4081050518 3.6582259151
3117 4 0.0 129.7588717952 5.9517357684 3.3860191951
3118 3 0.0 129.7371504513 3.3661425439 3.1518868029
3119 1 0.0 128.9494439901 4.680662667 3.2628957196
3120 1 0.0 127.4249766027 4.6954752133 3.2950363859
3121 1 0.0 126.6516789926 3.3706359866 3.2269228969
3122 1 0.0 125.2575001542 3.365980325 3.2840343885
3123 1 0.0 124.5134163418 4.7032821087 3.3941779796
3124 1 0.0 125.2858604116 6.0266194724 3.4809577786
3125 1 0.0 126.6837003636 6.0334261685 3.4078995718
3126 2 0.0 124.7244494205 7.0119883387 3.5986420645
3127 2 0.0 127.213866243 2.3838110819 3.1298828082
3128 2 0.0 124.6726152681 2.3908950945 3.205413374
3129 2 0.0 127.267229833 7.0111252476 3.4601899635
3130 1 0.0 6.1523625594 11.3401483503 3.4467156072
3131 1 0.0 4.8566291395 12.1535085486 3.4872622939
3132 1 0.0 3.5654392509 11.3311416525 3.376747849
3133 1 0.0 3.5494829655 9.815519771 3.2408917249
3134 1 0.0 4.8545272377 9.0083660223 3.2076384971
3135 1 0.0 6.1488934066 9.8222234457 3.3151861113
3136 2 0.0 4.8502968615 13.2884285782 3.5982712106
3137 2 0.0 4.8611882341 7.8727216021 3.1083732854
3138 4 0.0 7.5671999968 11.8337420024 3.5043215707
3139 3 0.0 7.5595409947 9.3209795368 3.2916987013
3140 1 0.0 8.4067658134 10.5738269997 3.4074051
3141 4 0.0 15.1748579813 11.8133576215 3.3860191951
3142 3 0.0 15.1531366374 9.227764397 3.1518868029
3143 1 0.0 14.3654301761 10.5422845201 3.2628957196
3144 1 0.0 12.8409627888 10.5570970664 3.2950363859
3145 1 0.0 12.0676651786 9.2322578397 3.2269228969
3146 1 0.0 10.6734863403 9.2276021781 3.2840343885
3147 1 0.0 9.9294025279 10.5649039618 3.3941779796
3148 1 0.0 10.7018465977 11.8882413255 3.4809577786
3149 1 0.0 12.0996865496 11.8950480216 3.4078995718
3150 2 0.0 10.1404356066 12.8736101918 3.5986420645
3151 2 0.0 12.6298524291 8.245432935 3.1298828082
3152 2 0.0 10.0886014542 8.2525169476 3.205413374
3153 2 0.0 12.6832160191 12.8727471007 3.4601899635
3154 1 0.0 19.1523625594 11.3401483503 3.4467156072
3155 1 0.0 17.8566291395 12.1535085486 3.4872622939
3156 1 0.0 16.5654392509 11.3311416525 3.376747849
3157 1 0.0 16.5494829655 9.815519771 3.2408917249
3158 1 0.0 17.8545272377 9.0083660223 3.2076384971
3159 1 0.0 19.1488934066 9.8222234457 3.3151861113
3160 2 0.0 17.8502968615 13.2884285782 3.5982712106
3161 2 0.0 17.8611882341 7.8727216021 3.1083732854
3162 4 0.0 20.5671999968 11.8337420024 3.5043215707
3163 3 0.0 20.5595409947 9.3209795368 3.2916987013
3164 1 0.0 21.4067658134 10.5738269997 3.4074051
3165 4 0.0 28.1748579813 11.8133576215 3.3860191951
3166 3 0.0 28.1531366374 9.227764397 3.1518868029
3167 1 0.0 27.3654301761 10.5422845201 3.2628957196
3168 1 0.0 25.8409627888 10.5570970664 3.2950363859
3169 1 0.0 25.0676651786 9.2322578397 3.2269228969
3170 1 0.0 23.6734863403 9.2276021781 3.2840343885
3171 1 0.0 22.9294025279 10.5649039618 3.3941779796
3172 1 0.0 23.7018465977 11.8882413255 3.4809577786
3173 1 0.0 25.0996865496 11.8950480216 3.4078995718
3174 2 0.0 23.1404356066 12.8736101918 3.5986420645
3175 2 0.0 25.6298524291 8.245432935 3.1298828082
3176 2 0.0 23.0886014542 8.2525169476 3.205413374
3177 2 0.0 25.6832160191 12.8727471007 3.4601899635
3178 1 0.0 32.1523625594 11.3401483503 3.4467156072
3179 1 0.0 30.8566291395 12.1535085486 3.4872622939
3180 1 0.0 29.5654392509 11.3311416525 3.376747849
3181 1 0.0 29.5494829655 9.815519771 3.2408917249
3182 1 0.0 30.8545272377 9.0083660223 3.2076384971
3183 1 0.0 32.1488934066 9.8222234457 3.3151861113
3184 2 0.0 30.8502968615 13.2884285782 3.5982712106
3185 2 0.0 30.8611882341 7.8727216021 3.1083732854
3186 4 0.0 33.5671999968 11.8337420024 3.5043215707
3187 3 0.0 33.5595409947 9.3209795368 3.2916987013
3188 1 0.0 34.4067658134 10.5738269997 3.4074051
3189 4 0.0 41.1748579813 11.8133576215 3.3860191951
3190 3 0.0 41.1531366374 9.227764397 3.1518868029
3191 1 0.0 40.3654301761 10.5422845201 3.2628957196
3192 1 0.0 38.8409627888 10.5570970664 3.2950363859
3193 1 0.0 38.0676651786 9.2322578397 3.2269228969
3194 1 0.0 36.6734863403 9.2276021781 3.2840343885
3195 1 0.0 35.9294025279 10.5649039618 3.3941779796
3196 1 0.0 36.7018465977 11.8882413255 3.4809577786
3197 1 0.0 38.0996865496 11.8950480216 3.4078995718
3198 2 0.0 36.1404356066 12.8736101918 3.5986420645
3199 2 0.0 38.6298524291 8.245432935 3.1298828082
3200 2 0.0 36.0886014542 8.2525169476 3.205413374
3201 2 0.0 38.6832160191 12.8727471007 3.4601899635
3202 1 0.0 45.1523625594 11.3401483503 3.4467156072
3203 1 0.0 43.8566291395 12.1535085486 3.4872622939
3204 1 0.0 42.5654392509 11.3311416525 3.376747849
3205 1 0.0 42.5494829655 9.815519771 3.2408917249
3206 1 0.0 43.8545272377 9.0083660223 3.2076384971
3207 1 0.0 45.1488934066 9.8222234457 3.3151861113
3208 2 0.0 43.8502968615 13.2884285782 3.5982712106
3209 2 0.0 43.8611882341 7.8727216021 3.1083732854
3210 4 0.0 46.5671999968 11.8337420024 3.5043215707
3211 3 0.0 46.5595409947 9.3209795368 3.2916987013
3212 1 0.0 47.4067658134 10.5738269997 3.4074051
3213 4 0.0 54.1748579813 11.8133576215 3.3860191951
3214 3 0.0 54.1531366374 9.227764397 3.1518868029
3215 1 0.0 53.3654301761 10.5422845201 3.2628957196
3216 1 0.0 51.8409627888 10.5570970664 3.2950363859
3217 1 0.0 51.0676651786 9.2322578397 3.2269228969
3218 1 0.0 49.6734863403 9.2276021781 3.2840343885
3219 1 0.0 48.9294025279 10.5649039618 3.3941779796
3220 1 0.0 49.7018465977 11.8882413255 3.4809577786
3221 1 0.0 51.0996865496 11.8950480216 3.4078995718
3222 2 0.0 49.1404356066 12.8736101918 3.5986420645
3223 2 0.0 51.6298524291 8.245432935 3.1298828082
3224 2 0.0 49.0886014542 8.2525169476 3.205413374
3225 2 0.0 51.6832160191 12.8727471007 3.4601899635
3226 1 0.0 58.1523625594 11.3401483503 3.4467156072
3227 1 0.0 56.8566291395 12.1535085486 3.4872622939
3228 1 0.0 55.5654392509 11.3311416525 3.376747849
3229 1 0.0 55.5494829655 9.815519771 3.2408917249
3230 1 0.0 56.8545272377 9.0083660223 3.2076384971
3231 1 0.0 58.1488934066 9.8222234457 3.3151861113
3232 2 0.0 56.8502968615 13.2884285782 3.5982712106
3233 2 0.0 56.8611882341 7.8727216021 3.1083732854
3234 4 0.0 59.5671999968 11.8337420024 3.5043215707
3235 3 0.0 59.5595409947 9.3209795368 3.2916987013
3236 1 0.0 60.4067658134 10.5738269997 3.4074051
3237 4 0.0 67.1748579813 11.8133576215 3.3860191951
3238 3 0.0 67.1531366374 9.227764397 3.1518868029
3239 1 0.0 66.3654301761 10.5422845201 3.2628957196
3240 1 0.0 64.8409627888 10.5570970664 3.2950363859
3241 1 0.0 64.0676651786 9.2322578397 3.2269228969
3242 1 0.0 62.6734863403 9.2276021781 3.2840343885
3243 1 0.0 61.9294025279 10.5649039618 3.3941779796
3244 1 0.0 62.7018465977 11.8882413255 3.4809577786
3245 1 0.0 64.0996865496 11.8950480216 3.4078995718
3246 2 0.0 62.1404356066 12.8736101918 3.5986420645
3247 2 0.0 64.6298524291 8.245432935 3.1298828082
3248 2 0.0 62.0886014542 8.2525169476 3.205413374
3249 2 0.0 64.6832160191 12.8727471007 3.4601899635
3250 1 0.0 71.1523625594 11.3401483503 3.4467156072
3251 1 0.0 69.8566291395 12.1535085486 3.4872622939
3252 1 0.0 68.5654392509 11.3311416525 3.376747849
3253 1 0.0 68.5494829655 9.815519771 3.2408917249
3254 1 0.0 69.8545272377 9.0083660223 3.2076384971
3255 1 0.0 71.1488934066 9.8222234457 3.3151861113
3256 2 0.0 69.8502968615 13.2884285782 3.5982712106
3257 2 0.0 69.8611882341 7.8727216021 3.1083732854
3258 4 0.0 72.5671999968 11.8337420024 3.5043215707
3259 3 0.0 72.5595409947 9.3209795368 3.2916987013
3260 1 0.0 73.4067658134 10.5738269997 3.4074051
3261 4 0.0 80.1748579813 11.8133576215 3.3860191951
3262 3 0.0 80.1531366374 9.227764397 3.1518868029
3263 1 0.0 79.3654301761 10.5422845201 3.2628957196
3264 1 0.0 77.8409627888 10.5570970664 3.2950363859
3265 1 0.0 77.0676651786 9.2322578397 3.2269228969
3266 1 0.0 75.6734863403 9.2276021781 3.2840343885
3267 1 0.0 74.9294025279 10.5649039618 3.3941779796
3268 1 0.0 75.7018465977 11.8882413255 3.4809577786
3269 1 0.0 77.0996865496 11.8950480216 3.4078995718
3270 2 0.0 75.1404356066 12.8736101918 3.5986420645
3271 2 0.0 77.6298524291 8.245432935 3.1298828082
3272 2 0.0 75.0886014542 8.2525169476 3.205413374
3273 2 0.0 77.6832160191 12.8727471007 3.4601899635
3274 1 0.0 84.1523625594 11.3401483503 3.4467156072
3275 1 0.0 82.8566291395 12.1535085486 3.4872622939
3276 1 0.0 81.5654392509 11.3311416525 3.376747849
3277 1 0.0 81.5494829655 9.815519771 3.2408917249
3278 1 0.0 82.8545272377 9.0083660223 3.2076384971
3279 1 0.0 84.1488934066 9.8222234457 3.3151861113
3280 2 0.0 82.8502968615 13.2884285782 3.5982712106
3281 2 0.0 82.8611882341 7.8727216021 3.1083732854
3282 4 0.0 85.5671999968 11.8337420024 3.5043215707
3283 3 0.0 85.5595409947 9.3209795368 3.2916987013
3284 1 0.0 86.4067658134 10.5738269997 3.4074051
3285 4 0.0 93.1748579813 11.8133576215 3.3860191951
3286 3 0.0 93.1531366374 9.227764397 3.1518868029
3287 1 0.0 92.3654301761 10.5422845201 3.2628957196
3288 1 0.0 90.8409627888 10.5570970664 3.2950363859
3289 1 0.0 90.0676651786 9.2322578397 3.2269228969
3290 1 0.0 88.6734863403 9.2276021781 3.2840343885
3291 1 0.0 87.9294025279 10.5649039618 3.3941779796
3292 1 0.0 88.7018465977 11.8882413255 3.4809577786
3293 1 0.0 90.0996865496 11.8950480216 3.4078995718
3294 2 0.0 88.1404356066 12.8736101918 3.5986420645
3295 2 0.0 90.6298524291 8.245432935 3.1298828082
3296 2 0.0 88.0886014542 8.2525169476 3.205413374
3297 2 0.0 90.6832160191 12.8727471007 3.4601899635
3298 1 0.0 97.1523625594 11.3401483503 3.4467156072
3299 1 0.0 95.8566291395 12.1535085486 3.4872622939
3300 1 0.0 94.5654392509 11.3311416525 3.376747849
3301 1 0.0 94.5494829655 9.815519771 3.2408917249
3302 1 0.0 95.8545272377 9.0083660223 3.2076384971
3303 1 0.0 97.1488934066 9.8222234457 3.3151861113
3304 2 0.0 95.8502968615 13.2884285782 3.5982712106
3305 2 0.0 95.8611882341 7.8727216021 3.1083732854
3306 4 0.0 98.5671999968 11.8337420024 3.5043215707
3307 3 0.0 98.5595409947 9.3209795368 3.2916987013
3308 1 0.0 99.4067658134 10.5738269997 3.4074051
3309 4 0.0 106.1748579813 11.8133576215 3.3860191951
3310 3 0.0 106.1531366374 9.227764397 3.1518868029
3311 1 0.0 105.3654301761 10.5422845201 3.2628957196
3312 1 0.0 103.8409627888 10.5570970664 3.2950363859
3313 1 0.0 103.0676651786 9.2322578397 3.2269228969
3314 1 0.0 101.6734863403 9.2276021781 3.2840343885
3315 1 0.0 100.9294025279 10.5649039618 3.3941779796
3316 1 0.0 101.7018465977 11.8882413255 3.4809577786
3317 1 0.0 103.0996865496 11.8950480216 3.4078995718
3318 2 0.0 101.1404356066 12.8736101918 3.5986420645
3319 2 0.0 103.6298524291 8.245432935 3.1298828082
3320 2 0.0 101.0886014542 8.2525169476 3.205413374
3321 2 0.0 103.6832160191 12.8727471007 3.4601899635
3322 1 0.0 110.1523625594 11.3401483503 3.4467156072
3323 1 0.0 108.8566291395 12.1535085486 3.4872622939
3324 1 0.0 107.5654392509 11.3311416525 3.376747849
3325 1 0.0 107.5494829655 9.815519771 3.2408917249
3326 1 0.0 108.8545272377 9.0083660223 3.2076384971
3327 1 0.0 110.1488934066 9.8222234457 3.3151861113
3328 2 0.0 108.8502968615 13.2884285782 3.5982712106
3329 2 0.0 108.8611882341 7.8727216021 3.1083732854
3330 4 0.0 111.5671999968 11.8337420024 3.5043215707
3331 3 0.0 111.5595409947 9.3209795368 3.2916987013
3332 1 0.0 112.4067658134 10.5738269997 3.4074051
3333 4 0.0 119.1748579813 11.8133576215 3.3860191951
3334 3 0.0 119.1531366374 9.227764397 3.1518868029
3335 1 0.0 118.3654301761 10.5422845201 3.2628957196
3336 1 0.0 116.8409627888 10.5570970664 3.2950363859
3337 1 0.0 116.0676651786 9.2322578397 3.2269228969
3338 1 0.0 114.6734863403 9.2276021781 3.2840343885
3339 1 0.0 113.9294025279 10.5649039618 3.3941779796
3340 1 0.0 114.7018465977 11.8882413255 3.4809577786
3341 1 0.0 116.0996865496 11.8950480216 3.4078995718
3342 2 0.0 114.1404356066 12.8736101918 3.5986420645
3343 2 0.0 116.6298524291 8.245432935 3.1298828082
3344 2 0.0 114.0886014542 8.2525169476 3.205413374
3345 2 0.0 116.6832160191 12.8727471007 3.4601899635
3346 1 0.0 123.1523625594 11.3401483503 3.4467156072
3347 1 0.0 121.8566291395 12.1535085486 3.4872622939
3348 1 0.0 120.5654392509 11.3311416525 3.376747849
3349 1 0.0 120.5494829655 9.815519771 3.2408917249
3350 1 0.0 121.8545272377 9.0083660223 3.2076384971
3351 1 0.0 123.1488934066 9.8222234457 3.3151861113
3352 2 0.0 121.8502968615 13.2884285782 3.5982712106
